source_id,image_use_id,fileId_short,x,y,width,height,candidate_region,candidate_region_name,candidate_subregion,decision,decision_is_final,must_recheck_before_region_close,reason,nearest_labels_for_search_only
S-001,IU-001,86922be1d4,22607.488,1082.042,948,215,CTXDB01,DatabaseFacade methods / connectivity / ensure-created-deleted / migrations,CTXDB01A,candidate-for-CTXDB01-transcript,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",L-001: canconnect usage | L-002: canconnect | L-007: ensurecreated | L-012: database methods | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr
S-051,IU-051,ade182d12b,21381.023,5862.898,763,482,CTXDB01,DatabaseFacade methods / connectivity / ensure-created-deleted / migrations,CTXDB01B,candidate-for-CTXDB01-transcript,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",L-024: migration | L-035: haspendingmodelchanges | L-025: getpendingmig/getappliedmigr/getmigr | L-053: ensure created/deleted | L-015: migrate() | L-066: getdbconnection | L-014: migrations | L-012: database methods
S-052,IU-052,0ced7794a9,16355.577,5914.068,910,248,CTXDB02,Automatic transactions / CurrentTransaction / AutoSavepointsEnabled,CTXDB02B,candidate-for-CTXDB02-transcript,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",L-036: is there some overhead from savepoint creation? | L-021: transaction methods | L-019: and some manual savepoints logic through | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-018: when we can have disabled autosavepoints | L-067: WHY GETDBTRANSACTION IS | L-013: !!!
S-053,IU-053,b9d7c1a2b5,4080.012,5963.926,855,152,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-030: default constant | L-027: sequence | L-038: computed column | L-044: onaddorupdate col | L-026: identity | L-046: default sql after insert | L-047: trigger handles update | L-034: INSERTED
S-054,IU-054,a348a9d2be,6656.621,6006.4,889,307,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-029: 2 types of generated | L-037: db generated | L-039: generated ids | L-052: ef/provider generated | L-057: performance exact reasons | L-034: INSERTED | L-063: set up better batches | L-032: savechanges calls
S-055,IU-055,348296eb89,4044.678,6216.214,819,125,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-038: computed column | L-030: default constant | L-044: onaddorupdate col | L-046: default sql after insert | L-027: sequence | L-047: trigger handles update | L-054: computed column | L-026: identity
S-056,IU-056,e938e48b8e,18581.568,6253.463,954,202,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-078: GETDBTRANSACTION | L-024: migration | L-013: !!! | L-067: WHY GETDBTRANSACTION IS | L-071: HELPFUL | L-036: is there some overhead from savepoint creation?
S-057,IU-057,c8d5baa5c7,5345.957,6274.283,985,475,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-034: INSERTED | L-037: db generated | L-052: ef/provider generated | L-029: 2 types of generated | L-058: minuses of many save | L-062: changes | L-057: performance exact reasons | L-063: set up better batches
S-058,IU-058,17dd1db68a,22749.505,6369.083,869,482,CTXDB01,DatabaseFacade methods / connectivity / ensure-created-deleted / migrations,CTXDB01B,candidate-for-CTXDB01-transcript,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",L-035: haspendingmodelchanges | L-053: ensure created/deleted | L-025: getpendingmig/getappliedmigr/getmigr | L-066: getdbconnection | L-024: migration | L-064: usage without openconnection | L-065: with connecttion managed by ef | L-015: migrate()
S-059,IU-059,dd5b9542d6,21327.731,6372.999,952,231,CTXDB01,DatabaseFacade methods / connectivity / ensure-created-deleted / migrations,CTXDB01B,candidate-for-CTXDB01-transcript,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",L-035: haspendingmodelchanges | L-053: ensure created/deleted | L-024: migration | L-025: getpendingmig/getappliedmigr/getmigr | L-066: getdbconnection | L-015: migrate() | L-014: migrations | L-082: openconnection
S-060,IU-060,b1b470b566,16294.044,6401.808,950,235,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-036: is there some overhead from savepoint creation? | L-067: WHY GETDBTRANSACTION IS | L-033: IDbContextTransaction | L-071: HELPFUL | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-021: transaction methods | L-075: USETRANSACTION
S-061,IU-061,44db7269f8,6584.283,6431.013,1000,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-037: db generated | L-052: ef/provider generated | L-029: 2 types of generated | L-039: generated ids | L-057: performance exact reasons | L-063: set up better batches | L-061: performance | L-070: specific chunk failure recovery
S-062,IU-062,60723f4896,3972.129,6437.863,855,137,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-038: computed column | L-044: onaddorupdate col | L-046: default sql after insert | L-047: trigger handles update | L-030: default constant | L-054: computed column | L-027: sequence | L-056: guid with gen on add
S-063,IU-063,577bc74db1,18578.52,6492.225,962,334,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-078: GETDBTRANSACTION | L-024: migration | L-067: WHY GETDBTRANSACTION IS | L-071: HELPFUL | L-074: EF CORE + ADO.NET COMMANDS | L-013: !!!
S-064,IU-064,5c9f3120b8,7922.863,6557.775,847,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-048: here we add just an id | L-049: mb dont have nav prop,so | L-051: ef cant handle it, idk | L-039: generated ids | L-045: values before the next step | L-042: 1 you need db generated | L-032: savechanges calls | L-061: performance"
S-065,IU-065,7d2efaceaa,16294.044,6640.252,1010,167,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-036: is there some overhead from savepoint creation? | L-067: WHY GETDBTRANSACTION IS | L-071: HELPFUL | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-033: IDbContextTransaction | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES
S-066,IU-066,1723bfb5fa,3140.063,6643.742,757,220,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-043: value on insert | L-040: trigger generated | L-046: default sql after insert | L-047: trigger handles update | L-044: onaddorupdate col | L-038: computed column | L-054: computed column | L-056: guid with gen on add
S-067,IU-067,83d26882b0,9111.817,6741.617,697,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-045: values before the next step | L-042: 1 you need db generated | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-060: 2 large import in chunks | L-032: savechanges calls | L-028: why/when do many"
S-068,IU-068,f2d08e7ef3,5314.195,6772.212,1079,382,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-052: ef/provider generated | L-058: minuses of many save | L-034: INSERTED | L-062: changes | L-057: performance exact reasons | L-037: db generated | L-063: set up better batches | L-068: query for each savechangs
S-069,IU-069,032d7df171,18568.004,6802.064,967,297,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-078: GETDBTRANSACTION | L-067: WHY GETDBTRANSACTION IS | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION
S-070,IU-070,ffeb97c5e0,16302.599,6868.419,944,164,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-036: is there some overhead from savepoint creation? | L-067: WHY GETDBTRANSACTION IS | L-071: HELPFUL | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-033: IDbContextTransaction
S-071,IU-071,b757422145,4011.05,6877.737,765,172,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-054: computed column | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-056: guid with gen on add | L-038: computed column | L-059: PRACTICAL PATTERN | L-030: default constant
S-072,IU-072,1606ce5285,6589.626,7045.336,900,387,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-052: ef/provider generated | L-063: set up better batches | L-057: performance exact reasons | L-037: db generated | L-070: specific chunk failure recovery | L-061: performance | L-039: generated ids | L-029: 2 types of generated
S-073,IU-073,458f675683,7921.092,7056.838,923,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-061: performance | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-060: 2 large import in chunks | L-045: values before the next step | L-039: generated ids | L-042: 1 you need db generated"
S-074,IU-074,bc88d8c442,22772.227,7110.901,846,482,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-053: ensure created/deleted | L-066: getdbconnection | L-035: haspendingmodelchanges | L-082: openconnection | L-064: usage without openconnection | L-065: with connecttion managed by ef | L-025: getpendingmig/getappliedmigr/getmigr | L-024: migration
S-075,IU-075,73d58b17f5,18563.325,7138.372,962,289,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-078: GETDBTRANSACTION | L-067: WHY GETDBTRANSACTION IS | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-071: HELPFUL | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION
S-076,IU-076,ffb9f8ba88,3968.05,7160.793,901,102,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-054: computed column | L-056: guid with gen on add | L-059: PRACTICAL PATTERN | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-038: computed column | L-058: minuses of many save
S-077,IU-077,9d7d49f39a,2732.609,7200.049,996,384,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-043: value on insert | L-056: guid with gen on add | L-054: computed column | L-040: trigger generated | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-059: PRACTICAL PATTERN
S-078,IU-078,9d2282d03d,9105.722,7278.678,950,312,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-060: 2 large import in chunks | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-045: values before the next step | L-042: 1 you need db generated | L-055: bulk | L-050: flushes,multiple queries"
S-079,IU-079,781eb4cb73,3994.55,7387.293,864,163,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-059: PRACTICAL PATTERN | L-056: guid with gen on add | L-054: computed column | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-038: computed column | L-058: minuses of many save
S-080,IU-080,8336f9e525,18569.876,7443.615,953,298,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-078: GETDBTRANSACTION | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-067: WHY GETDBTRANSACTION IS | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-071: HELPFUL
S-081,IU-081,03485061c8,2704.588,7598.068,962,149,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03A,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-056: guid with gen on add | L-054: computed column | L-043: value on insert | L-040: trigger generated | L-047: trigger handles update | L-046: default sql after insert | L-059: PRACTICAL PATTERN | L-044: onaddorupdate col
S-082,IU-082,d2e78b86e5,22780.269,7602.451,980,338,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-066: getdbconnection | L-053: ensure created/deleted | L-082: openconnection | L-035: haspendingmodelchanges | L-064: usage without openconnection | L-065: with connecttion managed by ef | L-025: getpendingmig/getappliedmigr/getmigr | L-104: get/set connectionstring
S-083,IU-083,f975e8c97d,18564.389,7755.128,925,276,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-078: GETDBTRANSACTION | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-067: WHY GETDBTRANSACTION IS
S-084,IU-084,d1f7f33280,9126.788,7772.411,728,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-060: 2 large import in chunks | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-061: performance | L-085: 3 flush/send query before | L-045: values before the next step | L-055: bulk"
S-085,IU-085,f5361fa2b2,4497.741,7787.163,908,196,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-059: PRACTICAL PATTERN | L-062: changes | L-058: minuses of many save | L-068: query for each savechangs | L-056: guid with gen on add | L-054: computed column | L-080: inside long transaction, early | L-081: savechanges may acquire locks"
S-086,IU-086,533c627673,5593.947,7808.107,924,343,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-062: changes | L-068: query for each savechangs | L-057: performance exact reasons | L-058: minuses of many save | L-070: specific chunk failure recovery | L-063: set up better batches | L-080: inside long transaction, early | L-079: release memory sooner"
S-087,IU-087,7d3bce141d,6805.188,7809.039,972,379,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-063: set up better batches | L-070: specific chunk failure recovery | L-061: performance | L-057: performance exact reasons | L-079: release memory sooner | L-052: ef/provider generated | L-039: generated ids | L-037: db generated
S-088,IU-088,eb2ba05525,8009.987,7826.882,813,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-061: performance | L-060: 2 large import in chunks | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-085: 3 flush/send query before | L-088: another phase | L-045: values before the next step"
S-089,IU-089,39cb471d3f,4526.482,8010.197,806,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-068: query for each savechangs | L-059: PRACTICAL PATTERN | L-062: changes | L-058: minuses of many save | L-080: inside long transaction, early | L-081: savechanges may acquire locks | L-083: and hold them until the end | L-056: guid with gen on add"
S-090,IU-090,cff84cf97d,18559.017,8026.769,946,344,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-078: GETDBTRANSACTION | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-067: WHY GETDBTRANSACTION IS
S-091,IU-091,c3f8ff9082,22761.512,8154.936,986,450,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-066: getdbconnection | L-082: openconnection | L-053: ensure created/deleted | L-065: with connecttion managed by ef | L-064: usage without openconnection | L-104: get/set connectionstring | L-035: haspendingmodelchanges | L-112: setdbconnection
S-092,IU-092,e8ae905fc4,23954.411,8174.758,1011,356,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-066: getdbconnection | L-082: openconnection | L-053: ensure created/deleted | L-035: haspendingmodelchanges | L-104: get/set connectionstring | L-113: can control whether context owns the disposal of the
S-093,IU-093,90eb2b991f,25189.372,8205.25,971,352,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-066: getdbconnection | L-082: openconnection | L-053: ensure created/deleted | L-113: can control whether context owns the disposal of the | L-115: connection | L-035: haspendingmodelchanges
S-094,IU-094,cc6d62eadd,6770.593,8268.873,965,446,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-079: release memory sooner | L-070: specific chunk failure recovery | L-063: set up better batches | L-061: performance | L-057: performance exact reasons | L-052: ef/provider generated | L-068: query for each savechangs | L-080: inside long transaction, early"
S-095,IU-095,5ebbaea51e,9114.222,8284.845,913,413,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-060: 2 large import in chunks | L-085: 3 flush/send query before | L-088: another phase | L-089: what is flush | L-092: of savechanges | L-061: performance | L-055: bulk | L-051: ef cant handle it, idk"
S-096,IU-096,5b49ffcbf6,5604.725,8330.274,950,454,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-068: query for each savechangs | L-080: inside long transaction, early | L-081: savechanges may acquire locks | L-070: specific chunk failure recovery | L-079: release memory sooner | L-083: and hold them until the end | L-062: changes | L-057: performance exact reasons"
