source_id,image_use_id,fileId,fileId_short,x,y,width,height,opacity,candidate_region,nearest_labels,duplicate_use_count,duplicate_source_ids,source_image_path
S-001,IU-001,4aec986325d795ec8b02245ee73f46a7ab79c097,4aec986325,16714.23589728051,731.3790746507166,770.0,482.0,1,R04,manual executiong | custom pipeline | + | provider | passing context to | classic polly,2,"S-001,S-033",source/images/4aec986325.png
S-090,IU-090,291353b6eb29b5026a762437b763291d8d3e86a4,291353b6eb,19846.37980994304,4254.991883290319,757.0,482.0,1,R04,!!! | !!! | how to handle? | cheat sheet | !!! | so we need ratelimitpartition when,1,,source/images/291353b6eb.png
S-091,IU-091,fd03be67903697d5fff64e4bd472cb4dda691f41,fd03be6790,22975.45894796851,4256.981046307983,887.0,482.0,1,R05,!!! | !!! | !!! | exception bubbling | !!!! | classic polly httppolicyextensions,1,,source/images/fd03be6790.png
S-092,IU-092,c7cf32651d8b6b54b5ec0733a321f6d84c6acdee,c7cf32651d,9835.572452121309,4518.366317958833,922.0,408.0,1,R02,hedging priciple of work | using strategyopiton need to acquire | !!! | need to use pipeline excplicitly with pipeline provider | from threading we return our limiter types | rate limiter in polly,2,"S-022,S-092",source/images/c7cf32651d.png
S-093,IU-093,ce589e156488a587cb43f790fe2e45d3190307fc,ce589e1564,11515.165176748673,4565.777374583554,932.0,430.0,1,R03,!!! | using strategyopiton need to acquire | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | from threading we return our limiter types,1,,source/images/ce589e1564.png
S-094,IU-094,c51aae1bdba184093f8c6f56234b7d67d70ddcc5,c51aae1bdb,8097.533301111685,4647.396491286856,880.0,248.0,1,R02,need to use pipeline excplicitly with pipeline provider | hedging priciple of work | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,1,,source/images/c51aae1bdb.png
S-095,IU-095,3c9fb19b6a4be85263f2640df43e469a7e81ac7f,3c9fb19b6a,13698.819452921549,4671.407136201477,785.0,348.0,1,R03,ratelimiterpartition and partitioned rate limiter | 3 scenarios | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | so we need ratelimitpartition when,1,,source/images/3c9fb19b6a.png
S-096,IU-096,f16a32b44a32a3b135f5b0e9d13e71bd05815744,f16a32b44a,28897.45403860789,4710.184026314453,914.0,385.0,1,R06,theory | Exception handling | mapping | in newer | try | {,1,,source/images/f16a32b44a.png
S-097,IU-097,46837f4d4dcbf7d8349e7603641057059dbacf97,46837f4d4d,30205.77267987489,4753.194310738281,794.0,482.0,1,R07,"try | { | var resp = await client.GetAsync(url, cancellationToken); | if (resp.StatusCode == HttpStatusCode.NotFound) | return /* handle 404 */; | if ((int)resp.StatusCode >= 500)",1,,source/images/46837f4d4d.png
S-098,IU-098,ec6965f4e3849af9049006efb02e28f224121c20,ec6965f4e3,22975.32187412394,4757.303983319702,1007.0,359.0,1,R05,!!! | !!! | !!! | exception bubbling | !!!! | how to handle?,1,,source/images/ec6965f4e3.png
S-099,IU-099,bc0bef8a0c5b50c3fdd73e61aef7b48875803375,bc0bef8a0c,19866.661119802953,4773.92140049915,917.0,309.0,1,R04,!!! | how to handle? | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case),1,,source/images/bc0bef8a0c.png
S-100,IU-100,347d669f32e0206c5742e97c735685b7423a3e9b,347d669f32,27279.217632909236,4830.801197564853,915.0,482.0,1,R06,exception bubbling | !!!! | theory | Exception handling | mapping | in newer,2,"S-027,S-100",source/images/347d669f32.png
S-101,IU-101,a9581bee9332293cde9484bdaa1d0f9b3f5c3f98,a9581bee93,8152.284040276321,4929.45225289635,705.0,482.0,1,R02,need to use pipeline excplicitly with pipeline provider | hedging priciple of work | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,1,,source/images/a9581bee93.png
S-102,IU-102,b408541b04996d372a408454af59dfb01f4c9000,b408541b04,16114.250273698477,4998.678239163732,709.0,355.0,1,R03,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,source/images/b408541b04.png
S-103,IU-103,b11e09846e3d48a42693c0c57e6c2bcdf4e59f1b,b11e09846e,11517.02797581816,5019.330502668843,778.0,430.0,1,R03,using strategyopiton need to acquire | !!! | from threading we return our limiter types | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,source/images/b11e09846e.png
S-104,IU-104,4fda85091a25a871beb21ba1e315bde776148436,4fda85091a,19855.927718390787,5045.733121548457,945.0,349.0,1,R04,how to handle? | !!! | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case),1,,source/images/4fda85091a.png
S-105,IU-105,8660f1d7423181f7d4c84ace43a2e604e322a56b,8660f1d742,13720.152887980143,5071.907212495423,679.0,357.0,1,R03,ratelimiterpartition and partitioned rate limiter | 3 scenarios | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,source/images/8660f1d742.png
S-106,IU-106,946be8013bde933ab490d95f234fcc89a2491423,946be8013b,28882.78753470164,5103.017339302734,986.0,410.0,1,R06,theory | in newer | mapping | Exception handling | try | {,1,,source/images/946be8013b.png
S-107,IU-107,a92f6fd8d2bfa5155f190384e56ef36c74e876ff,a92f6fd8d2,22999.841102885242,5134.3144203314205,761.0,482.0,1,R05,!!! | how to handle? | !!!! | !!! | !!! | exception bubbling,1,,source/images/a92f6fd8d2.png
S-108,IU-108,d067829fd3ada8f827da5ba3ef62d8dc77941baa,d067829fd3,30214.120817172345,5294.183934761719,788.0,355.0,1,R07,"in newer | try | { | var resp = await client.GetAsync(url, cancellationToken); | if (resp.StatusCode == HttpStatusCode.NotFound) | return /* handle 404 */;",1,,source/images/d067829fd3.png
S-109,IU-109,427b4f1eadc797d84e8110b3741dea6023492eef,427b4f1ead,15199.663461163273,5300.976713404271,794.0,546.0,1,R03,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,source/images/427b4f1ead.png
S-110,IU-110,400b773a1d2c1197d16632cd5f86e5a00bf589ca,400b773a1d,27295.504673214982,5317.021123218217,921.0,456.0,1,R06,!!!! | exception bubbling | theory | Exception handling | in newer | mapping,1,,source/images/400b773a1d.png
S-111,IU-111,f4fdb2ed48eaf511cc5881d60565c485cd18cb64,f4fdb2ed48,19894.499070345515,5408.931552961321,600.0,326.0,1,R04,how to handle? | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,source/images/f4fdb2ed48.png
S-112,IU-112,3f0264fc4231c9877772f109f5a2fdec95dc6095,3f0264fc42,11499.721130606793,5460.8067076772095,957.0,408.0,1,R03,using strategyopiton need to acquire | from threading we return our limiter types | !!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,source/images/3f0264fc42.png
S-113,IU-113,677d2ecb935bebf997b373bc13b37877e9c274bf,677d2ecb93,13707.319452921549,5471.907136201477,918.0,317.0,1,R03,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,source/images/677d2ecb93.png
S-114,IU-114,e3c053fa6caf4546ea9feaba48e1aa5218c9d3da,e3c053fa6c,8183.640455746201,5522.132897706828,893.0,203.0,1,R02,hedging priciple of work | need to use pipeline excplicitly with pipeline provider | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,1,,source/images/e3c053fa6c.png
S-115,IU-115,94f45be6d3aa00450817df3d22818443cc8dfb8b,94f45be6d3,28973.45403860789,5535.183904244141,810.0,335.0,1,R06,in newer | theory | mapping | Exception handling | try | {,1,,source/images/94f45be6d3.png
S-116,IU-116,03e57d9c304dafb7e93f45c78676b6044bfaef14,03e57d9c30,4271.165309862312,5558.312445856076,880.0,400.0,1,R01,need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | nesting | need to use pipeline excplicitly with pipeline provider,1,,source/images/03e57d9c30.png
S-117,IU-117,219d2a4c021f324913d87ec3bf511fc8a4494345,219d2a4c02,23016.655126077065,5628.470609296264,871.0,470.0,1,R05,how to handle? | !!! | !!!! | choosing pipelines based on something | exception bubbling | !!!,1,,source/images/219d2a4c02.png
S-118,IU-118,0dc6095cb3050947299cb1319ee5594b08b8cf68,0dc6095cb3,8203.111015372157,5726.032607029252,784.0,482.0,1,R02,hedging priciple of work | need to use pipeline excplicitly with pipeline provider | using strategyopiton need to acquire | need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead,1,,source/images/0dc6095cb3.png
S-119,IU-119,b5dc89056b95ce6c0740cc07453885d2f382226e,b5dc89056b,19920.327993196275,5745.62699348197,847.0,482.0,1,R04,how to handle? | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,source/images/b5dc89056b.png
S-120,IU-120,d52b2f01d700afdf2af2ba5a796ab07dd181715c,d52b2f01d7,27323.837925168107,5806.521123218217,955.0,309.0,1,R06,!!!! | exception bubbling | choosing pipelines based on something | in newer | theory | exception bubling,1,,source/images/d52b2f01d7.png
S-121,IU-121,cb2e22c967934ef82572792a81a553580053e031,cb2e22c967,13690.152735392252,5843.740571260071,799.0,350.0,1,R03,from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg,1,,source/images/cb2e22c967.png
S-122,IU-122,4cbe1f24003521cbc9bc805660c04c21db42b568,4cbe1f2400,11522.41039176265,5863.077384137519,837.0,482.0,1,R03,from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,source/images/4cbe1f2400.png
S-123,IU-123,471abbd4f562ff5e16523db748c5de22eaa68a02,471abbd4f5,28980.454282748517,5885.184026314453,940.0,419.0,1,R06,"in newer | exception bubling | outer starts call inner one, not throw to inner | theory | mapping | !!!!",1,,source/images/471abbd4f5.png
S-124,IU-124,4a75181cc8050f2d16fc97d4c176394bbfa6f18c,4a75181cc8,15197.74182923819,5894.200536778714,717.0,430.0,1,R03,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,source/images/4a75181cc8.png
S-125,IU-125,7ee20c322a37cd44d6071c3f629128fedbd9948f,7ee20c322a,23018.225805014477,6092.980985272827,849.0,482.0,1,R05,how to handle? | !!!! | choosing pipelines based on something | !!! | exception bubbling | !!!,1,,source/images/7ee20c322a.png
S-126,IU-126,714b86f673eb4c1721816abecb7067593f4fd730,714b86f673,27335.769210683695,6169.134781578292,694.0,482.0,1,R06,"!!!! | choosing pipelines based on something | exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones",1,,source/images/714b86f673.png
S-127,IU-127,ff7f3e7177136da155cdee0abdb791031d80f863,ff7f3e7177,7361.737870434161,6212.186140276526,645.0,449.0,1,R02,need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | nesting | need to use pipeline excplicitly with pipeline provider,1,,source/images/ff7f3e7177.png
S-128,IU-128,329903ab42a44bf155177aecb5ac04cab7629614,329903ab42,13685.152735392252,6214.740494966125,959.0,398.0,1,R03,from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg,1,,source/images/329903ab42.png
S-129,IU-129,764fb76254603b46a01f9f5e315628948b1773cc,764fb76254,19927.680170276948,6234.013003547179,967.0,320.0,1,R04,how to handle? | !!! | classic polly transient failures | new polly | vs httprequest exception | so we need ratelimitpartition when,1,,source/images/764fb76254.png
S-130,IU-130,88a43a5e7550239cf6bbbe9ef298c9fd45641224,88a43a5e75,30141.009655198603,6257.0569780036585,882.0,479.0,1,R07,"in newer | exception bubling | outer starts call inner one, not throw to inner | try | { | var resp = await client.GetAsync(url, cancellationToken);",1,,source/images/88a43a5e75.png
S-131,IU-131,0e9d048ae7b08f8ba983c8516d9c18729fc70532,0e9d048ae7,15133.488493913317,6346.771965350104,945.0,302.0,1,R03,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,source/images/0e9d048ae7.png
S-132,IU-132,b9b85c83e8c28cda0460169e0b5c5a75d026853e,b9b85c83e8,28995.620786654767,6355.850774361328,899.0,411.0,1,R06,"in newer | exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | !!!!",1,,source/images/b9b85c83e8.png
S-133,IU-133,7f89e929006445ca9e3ccdd49f64c8a2acd39ed6,7f89e92900,11517.152316858963,6357.437315235609,916.0,101.0,1,R03,from threading we return our limiter types | using strategyopiton need to acquire | !!! | conditional rate limiting | rate limiter in polly | concur vs addratelimiter,1,,source/images/7f89e92900.png
S-134,IU-134,9720169f201a49af245888fa932f1f06debd8619,9720169f20,8222.822392564241,6366.414332350198,607.0,482.0,1,R02,need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | from threading we return our limiter types | using strategyopiton need to acquire,1,,source/images/9720169f20.png
S-135,IU-135,a03ec19432cc7a942b09e364748e264d49f37848,a03ec19432,11530.245090296463,6448.937383052453,955.0,318.0,1,R03,from threading we return our limiter types | using strategyopiton need to acquire | !!! | conditional rate limiting | rate limiter in polly | concur vs addratelimiter,1,,source/images/a03ec19432.png
S-136,IU-136,26d2f62a544a66eed054054b49ae367b84cc7625,26d2f62a54,19950.015366664014,6556.170312830216,920.0,320.0,1,R04,how to handle? | classic polly transient failures | new polly | vs httprequest exception | manually | !!!,1,,source/images/26d2f62a54.png
S-137,IU-137,353e736c4634895c2c51994bdc20b0f645022709,353e736c46,13698.986017862955,6645.573777436828,858.0,343.0,1,R03,from threading we return our limiter types | conditional rate limiting | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,source/images/353e736c46.png
S-138,IU-138,78311235f18aa2adca26a1655f99ced51c581650,78311235f1,7377.404435375567,6683.241661923661,647.0,378.0,1,R02,need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | nesting | need to use pipeline excplicitly with pipeline provider,1,,source/images/78311235f1.png
S-139,IU-139,0536a69afbf45aefd6847906e21d3a648488126c,0536a69afb,30136.047983526616,6756.1414913500175,877.0,482.0,1,R07,"in newer | exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | try",1,,source/images/0536a69afb.png
S-140,IU-140,556599c61f56b63b64489da4530afe4baece8da6,556599c61f,11563.02266462372,6780.363286372765,605.0,227.0,1,R03,from threading we return our limiter types | using strategyopiton need to acquire | conditional rate limiting | !!! | for testing | rate limiter in polly,1,,source/images/556599c61f.png
S-141,IU-141,b6dcef07354324abd1bd1e51d8e38490983fd278,b6dcef0735,19967.422694951776,6902.61474032045,920.0,456.0,1,R04,how to handle? | classic polly transient failures | new polly | vs httprequest exception | manually | with extension,1,,source/images/b6dcef0735.png
S-142,IU-142,abfe206648e81ddd1c2084fd78a82ca982449e36,abfe206648,28957.324481316224,6921.723712487159,879.0,363.0,1,R06,"exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | in newer | !!!!",1,,source/images/abfe206648.png
S-143,IU-143,1448630305d7e0aee37a9db65c780f00b08264d7,1448630305,13689.986170450846,6994.740494966125,936.0,318.0,1,R03,conditional rate limiting | from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,source/images/1448630305.png
S-144,IU-144,595961545c84abe8b6a8e265c2f67dabfd4f47d4,595961545c,8169.687671692975,7000.546542924686,909.0,480.0,1,R02,for testing | from threading we return our limiter types | need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead,1,,source/images/595961545c.png
S-145,IU-145,fb3dd4c559eae33b507c8c0417c12dff2c0a1419,fb3dd4c559,11544.485650192295,7039.048426346722,728.0,320.0,1,R03,from threading we return our limiter types | conditional rate limiting | using strategyopiton need to acquire | !!! | for testing | ratelimiterpartition and partitioned rate limiter,1,,source/images/fb3dd4c559.png
S-146,IU-146,f77ba847a110475a96f51ac7011f07c550112980,f77ba847a1,13675.319452921549,7335.4071362014765,922.0,430.0,1,R03,conditional rate limiting | from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,source/images/f77ba847a1.png
S-147,IU-147,b81bec343811e1dfcdf09a3372aaccece50b734f,b81bec3438,20033.358730108026,7384.064404812028,622.0,263.0,1,R04,how to handle? | classic polly transient failures | new polly | vs httprequest exception | manually | with extension,1,,source/images/b81bec3438.png
S-148,IU-148,b899ea628b326222dc4870e9b886bd9743c0b23e,b899ea628b,12210.233664038882,7428.215083287065,925.0,363.0,1,R03,conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,source/images/b899ea628b.png
S-149,IU-149,ec40b7bc057138947d03b694a5139b2d9e1110f2,ec40b7bc05,11095.763326244814,7431.881810542691,881.0,421.0,1,R03,conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | ratelimiterpartition and partitioned rate limiter,1,,source/images/ec40b7bc05.png
S-150,IU-150,704a3a0c7e5cdd5973cf8dc11ae51ccc6c8d3d21,704a3a0c7e,8202.718798405122,7480.968060755203,930.0,396.0,1,R02,for testing | from threading we return our limiter types | need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead,1,,source/images/704a3a0c7e.png
S-151,IU-151,b7c836d98cd7a391d5a6be5a64f6f45435cebc07,b7c836d98c,10019.20149620956,7483.148141757425,794.0,482.0,1,R02,for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly,1,,source/images/b7c836d98c.png
S-152,IU-152,70375a0351d39d404f3f91e11fe57778e12a5442,70375a0351,13685.486170450846,7762.573777436828,915.0,319.0,1,R03,conditional rate limiting | from threading we return our limiter types | classic polly transient failures | new polly | vs httprequest exception | for testing,1,,source/images/70375a0351.png
S-153,IU-153,070fb786e07c9b6d04a4c8ec9efb574515bebcc0,070fb786e0,12205.733664038882,7817.659510777299,954.0,373.0,1,R03,conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,source/images/070fb786e0.png
S-154,IU-154,e272c21bda0fd9ad67f5764fff1a794f8f85f41d,e272c21bda,11087.559712963564,7880.585559457617,930.0,291.0,1,R03,conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,source/images/e272c21bda.png
S-155,IU-155,d16b8dae56621575292b11f8216eb9e11e8af636,d16b8dae56,27157.458725825047,7891.7475408011505,778.0,482.0,1,R06,"choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",2,"S-011,S-155",source/images/d16b8dae56.png
S-156,IU-156,777d5a578d044b55d3b4bd1a85faa4f987af18e6,777d5a578d,9994.012352933538,8003.431112213413,908.0,423.0,1,R02,for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly,1,,source/images/777d5a578d.png
S-157,IU-157,07eccec90be01215c42a8acf7bc53fc3053ae7d9,07eccec90b,29214.188408136564,8157.816899347477,858.0,372.0,1,R06,"so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | choosing pipelines based on something | in newer",1,,source/images/07eccec90b.png
S-158,IU-158,1b0e5519bf209cbff528dc00373265472f001009,1b0e5519bf,11107.81888180037,8195.937366098242,928.0,324.0,1,R03,conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,source/images/1b0e5519bf.png
S-159,IU-159,39976fc21afb0031cab4c5c1b79bf2649e3e22f8,39976fc21a,12224.247640240268,8221.892115757768,866.0,482.0,1,R03,conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | classic polly transient failures | new polly,1,,source/images/39976fc21a.png
S-160,IU-160,9b8ae90c4dd5e0d4d636dd7f354716151890b75e,9b8ae90c4d,27095.86728009815,8391.736954592428,956.0,269.0,1,R06,"choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,source/images/9b8ae90c4d.png
S-161,IU-161,08f7d43a8479e26a84093a80242cdf5539417ca9,08f7d43a84,10009.020559499444,8443.774913076053,562.0,482.0,1,R02,for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly,1,,source/images/08f7d43a84.png
S-162,IU-162,c037ae667f10e67013bd0b6562d3093eefe82152,c037ae667f,11139.560524926546,8542.558866749288,856.0,482.0,1,R03,for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | classic polly transient failures,1,,source/images/c037ae667f.png
S-163,IU-163,ede52ba6fadbd3a27004618690b347898464caeb,ede52ba6fa,29209.790972239127,8554.227114285126,818.0,463.0,1,R06,"so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | choosing pipelines based on something | in newer",1,,source/images/ede52ba6fa.png
S-164,IU-164,20244719a107bfc882504be88d5315fd8118858f,20244719a1,13709.233895438058,8694.453966515028,992.0,317.0,1,R03,conditional rate limiting | classic polly transient failures | new polly | vs httprequest exception | for testing | with extension,1,,source/images/20244719a1.png
S-165,IU-165,c6ca94f06902f447bca5422ac405d36411a82909,c6ca94f069,27125.555534929066,8696.932579049868,888.0,482.0,1,R06,"choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,source/images/c6ca94f069.png
S-166,IU-166,c1f70b7d39670aecff1d11f2778a483d669ba190,c1f70b7d39,12206.733765764144,8715.881749953729,932.0,241.0,1,R03,conditional rate limiting | for testing | from threading we return our limiter types | classic polly transient failures | new polly | vs httprequest exception,1,,source/images/c1f70b7d39.png
S-167,IU-167,a494e5fbbc243a58d7b5b40f7d4d109443473b4f,a494e5fbbc,9957.266573078627,8968.978723994944,938.0,450.0,1,R02,for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | classic polly transient failures,1,,source/images/a494e5fbbc.png
S-168,IU-168,7d6a8e83129f24d15b517f9b82f711b48424912f,7d6a8e8312,13710.900460379464,9085.120623009168,914.0,301.0,1,R03,conditional rate limiting | for testing | classic polly transient failures | new polly | vs httprequest exception | with extension,1,,source/images/7d6a8e8312.png
S-169,IU-169,5277e820bd1f337951942a2e9c8eea54d1c0ba05,5277e820bd,14735.400765555245,9174.620592491592,825.0,402.0,1,R03,classic polly transient failures | new polly | vs httprequest exception | conditional rate limiting | with extension | manually,1,,source/images/5277e820bd.png
S-170,IU-170,8a9c294898579010ddd593639c16068ca5b5e8d0,8a9c294898,27221.608111261343,9264.95255498457,746.0,338.0,1,R06,"choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,source/images/8a9c294898.png
S-171,IU-171,60fce52ec2524d696f402e343a1011b288d24829,60fce52ec2,13723.567147391183,9406.620592491592,950.0,250.0,1,R03,conditional rate limiting | for testing | classic polly transient failures | new polly | vs httprequest exception | with extension,1,,source/images/60fce52ec2.png
S-172,IU-172,f1f655e19dbc186c93fa5b1df2a6df038a6e7ce2,f1f655e19d,27246.67953983277,9653.928716396416,673.0,341.0,1,R06,"so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | choosing pipelines based on something | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,source/images/f1f655e19d.png
S-173,IU-173,5369b3f787a31222045b611ccd8888037fbdf8ac,5369b3f787,13757.56702532087,9707.120592491592,898.0,161.0,1,R03,conditional rate limiting | for testing | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,source/images/5369b3f787.png
S-174,IU-174,38c992b66d6972ed154fa87006e4c8c6405a8793,38c992b66d,27262.79338686898,10022.496191246055,634.0,246.0,1,R06,"so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | choosing pipelines based on something | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,source/images/38c992b66d.png
S-175,IU-175,d86de76424dd4568eb4e9e19212ef005fba97912,d86de76424,17345.070296660386,10034.045743887427,1128.0,202.0,1,R04,manually | with extension | classic polly transient failures | new polly | vs httprequest exception | how to handle?,1,,source/images/d86de76424.png
S-176,IU-176,d6527f34a180eebebba79150c123ff579aff4a56,d6527f34a1,11542.40657626392,10178.731417292307,959.0,397.0,1,R03,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,source/images/d6527f34a1.png
S-177,IU-177,4de8acb1fd4d68ec35dd06cffa2556276a49c57e,4de8acb1fd,18003.494005086293,10374.064452509328,969.0,350.0,1,R04,manually | with extension | classic polly transient failures | new polly | vs httprequest exception | how to handle?,2,"S-054,S-177",source/images/4de8acb1fd.png
S-178,IU-178,fdb5e44e624513deb68f58f09339c6ec7e4bd1f1,fdb5e44e62,17082.34028254504,10403.164485609164,741.0,482.0,1,R04,with extension | manually | classic polly transient failures | new polly | vs httprequest exception | conditional rate limiting,2,"S-044,S-178",source/images/fdb5e44e62.png
S-179,IU-179,8b2be0bfe0b7a8dbd8b51619e38ca0301bd7d109,8b2be0bfe0,11602.306701748565,10604.519584586575,798.0,482.0,1,R03,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,source/images/8b2be0bfe0.png
S-180,IU-180,c6022c85f6b8e1a60a03c3761bcf8484b23cd968,c6022c85f6,18012.64103394041,10725.284781911714,871.0,374.0,1,R04,manually | with extension | classic polly transient failures | new polly | vs httprequest exception | how to handle?,2,"S-062,S-180",source/images/c6022c85f6.png
