source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-438,19,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-438,8298e740e1,5663.657,39105.781,868,409,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-444,20,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-444,183e59182f,8442.551,39405.187,668,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-446,21,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-446,6901482439,4124.655,39506.164,927,264,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-447,22,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-447,561c21b24d,5683.818,39518.553,530,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-448,23,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-448,97fc0cac7a,10862.504,39543.547,853,430,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-452,24,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-452,c0d79a464d,9620.29,39707.078,710,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-454,25,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-454,b5e8b40ff4,8321.498,39887.82,883,218,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-455,26,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-455,9f0168a4d5,10863.597,39981.084,676,461,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-457,27,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-457,a7257b2fb8,8331.141,40114.32,898,405,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-461,28,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-461,43d3cbe592,9607.305,40235.782,933,363,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-463,29,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-463,90c5d6a45a,10980.321,40490.724,413,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-464,30,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-464,60fc4df97e,8319.689,40552.32,959,409,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-467,31,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-467,3eb24d26dd,9588.305,40603.115,891,295,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-469,32,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-469,bf76afefe1,8296.495,40970.378,682,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-470,33,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-470,17b1958ff6,10987.467,40985.304,529,470,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-473,34,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-473,7af4c6f67b,10997.994,41469.814,464,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-476,35,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-476,26768fa11d,11014.227,41956.481,538,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-477,36,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-477,fa55186e8d,13552.843,42122.997,830,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-478,37,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-478,4ffdc9f2a6,14888.622,42347.249,899,467,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-480,38,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-480,57ccecac25,11005.244,42466.971,601,416,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-481,39,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-481,206b5fe9bc,13543.835,42594.664,965,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-483,40,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-483,b4fb47dabb,14892.622,42836.749,883,408,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-484,41,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-484,9908e75ea8,11018.078,42892.481,546,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-485,42,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-485,8551008f16,7481.567,43016.687,714,445,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-486,43,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-486,1925501b08,4026.322,43170.878,737,366,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-487,44,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-487,22b0387b6b,14888.616,43244.926,808,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-488,45,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-488,4c176eaa61,11019.766,43397.814,732,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-489,46,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-489,2a8a82cfff,7485.686,43454.354,641,423,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-490,47,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-490,8a89987039,4024.216,43519.151,717,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-491,48,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-491,d39fb9c20b,14887.259,43728.926,843,482,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-492,49,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-492,9e681381b1,11018.614,43873.814,630,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-493,50,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-493,e94b5eb363,4017.601,44004.151,777,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-494,51,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-494,9b8b4fe78d,14871.121,44193.749,750,430,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE
S-495,52,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-495,49f8026ec0,11018.911,44365.304,699,422,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-496,53,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-496,643f602633,4004.013,44507.307,674,326,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-497,54,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-497,541ce1e192,11029.411,44796.137,606,459,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-498,55,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-498,796a1b979e,3991.846,44862.807,745,285,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-499,56,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-499,f004c25ab3,3967.846,45151.807,823,287,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-500,57,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-500,f5131ef58a,11007.22,45268.481,885,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-501,58,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-501,c4d203ec2e,3964.679,45499.64,906,448,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-502,59,R21-offline-cache-tail,R21,r21-offline-cache-tail-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Offline/cache tail around offlineFirst, retry queues, cache reads, removeQueries/resetQueries-nearby cards; needs visual transcript before final split.",IU-502,33dba8ec9f,11001.578,45760.804,547,423,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-458,1,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-458,6417d8eeec,4120.903,40131.452,617,482,L-122: step by step comparison | L-127: best practises summmary key points
S-465,2,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-465,5500f63476,4101.774,40578.14,818,441,L-122: step by step comparison | L-127: best practises summmary key points
S-471,3,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-471,db04f35502,4104.655,41012.831,657,404,L-122: step by step comparison | L-127: best practises summmary key points
S-472,4,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-472,6dfbaf8577,4077.61,41440.341,738,482,L-122: step by step comparison | L-127: best practises summmary key points
S-475,5,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-475,6f877c2651,4087.822,41925.164,594,476,L-122: step by step comparison | L-127: best practises summmary key points
S-479,6,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-479,8e9a7a7ae4,4025.798,42422.545,603,272,L-122: step by step comparison | L-127: best practises summmary key points
S-482,7,R22-step-comparison-best-practices,R22,r22-step-comparison-best-practices-candidate-stage6a,candidate-not-final-stage6a-boundary-only,Step-by-step comparison and best-practices summary cards.,IU-482,f6e6efb55f,4032.229,42676.77,691,482,L-127: best practises summmary key points | L-122: step by step comparison
S-503,1,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-503,e6431cdcfb,6929.795,46098.141,323,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-504,2,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-504,8f84323643,5886.273,46116.087,469,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-505,3,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-505,4501984f59,7345.615,46118.882,418,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-506,4,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-506,aff7a63b67,6430.094,46124.37,417,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-507,5,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-507,e4cef97c4a,8253.162,46124.437,401,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-508,6,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-508,a8033950fd,7765.097,46132.215,477,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-509,7,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-509,18e061539b,5373.113,46133.735,396,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-510,8,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-510,cbf6a625d3,8733.098,46139.37,483,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-511,9,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-511,ebb15590fa,4545.625,46159.391,791,361,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-512,10,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-512,38e6e187bc,10961.411,46190.137,734,423,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-513,11,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-513,a01d3c2b86,9229.199,46278.36,482,351,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
