source_id,image_use_id,fileId_short,candidate_region,x,y,width,height,status,final_region,processing_stage,nearest_labels,notes
S-070,IU-070,244121cf63,R01,8147.748524948884,5708.562180836054,963.0,117.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | return viewresult error page | invalidmodstrespfac with | middleware and filter | filter instead of | statuscodepages? | checking if rout is from api | or controller | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-071,IU-071,8bbad5308d,R01,13278.582742064831,5809.871234527041,665.0,482.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | filter instead of | statuscodepages? | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-072,IU-072,771e64c31a,R01,8174.129506394198,5852.585975827687,815.0,168.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | return viewresult error page | invalidmodstrespfac with | middleware and filter | checking if rout is from api | or controller | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-073,IU-073,1a75dc5400,R01,9848.305594550378,5962.2867865151,776.0,482.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | checking if rout is from api | or controller | return viewresult error page | invalidmodstrespfac with | middleware and filter | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-074,IU-074,3cb5c10c5f,R01,11342.729475092832,6009.142473169059,933.0,348.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | filter instead of | statuscodepages? | return viewresult error page | exception middleware can | invalidmodstrespfac with | middleware and filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-075,IU-075,aaa294e396,R01,2034.104835171258,6023.739344628915,846.0,454.0,unprocessed-stage0-checklist,,,"IFILTERFACTORY | can pass shit to attr with filt fact | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | but here you also can do async things | !!!",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-076,IU-076,38ffe06974,R01,8158.396281285972,6032.062180836068,715.0,430.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | return viewresult error page | invalidmodstrespfac with | middleware and filter | checking if rout is from api | or controller | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-077,IU-077,291e54689d,R01,13253.90233006682,6291.694202056338,930.0,132.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | filter instead of | statuscodepages? | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-078,IU-078,33eac658e7,R01,11380.951724441791,6394.642381616324,973.0,353.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | checking if rout is from api | or controller | return viewresult error page | exception middleware can | invalidmodstrespfac with | middleware and filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-079,IU-079,53873cac3c,R01,9874.09658723678,6455.544008183928,859.0,482.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | checking if rout is from api | or controller | return viewresult error page | invalidmodstrespfac with | middleware and filter | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-080,IU-080,aa3498a3d4,R01,8174.4626199240665,6472.062180836083,750.0,430.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | so when we are in mvc land and return object result or derived from object | result, we do | return viewresult error page | invalidmodstrespfac with | middleware and filter | checking if rout is from api | or controller | always run result filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-081,IU-081,0c23aaaa84,R01,2062.212609998822,6543.1672634025035,701.0,454.0,unprocessed-stage0-checklist,,,"can pass shit to attr with filt fact | IFILTERFACTORY | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | but here you also can do async things | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-082,IU-082,e3cd34b0b5,R01,11436.199834560839,6775.319627710074,673.0,482.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | checking if rout is from api | or controller | return viewresult error page | always run result filter | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-083,IU-083,0634b9e19d,R01,8170.915220679912,6913.657447995671,940.0,133.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | so when we are in mvc land and return object result or derived from object | result, we do | return viewresult error page | invalidmodstrespfac with | middleware and filter | always run result filter | filter will run even if previous stages short circuited",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-084,IU-084,b736521064,R01,9872.321164788586,6948.994414255032,993.0,450.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | checking if rout is from api | or controller | return viewresult error page | always run result filter | filter will run even if previous stages short circuited",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-085,IU-085,9d9b417877,R01,8198.993304444515,7069.001350583561,851.0,482.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | so when we are in mvc land and return object result or derived from object | result, we do | always run result filter | filter will run even if previous stages short circuited | return viewresult error page | invalidmodstrespfac with | middleware and filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-086,IU-086,b2d87df8be,R01,2031.9008107449372,7075.847525889827,799.0,454.0,unprocessed-stage0-checklist,,,"can pass shit to attr with filt fact | IFILTERFACTORY | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-087,IU-087,cbd8ba63aa,R01,9870.087588254326,7421.962730859124,940.0,481.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | so when we are in mvc land and return object result or derived from object | result, we do | always run result filter | filter will run even if previous stages short circuited | alwats run result filter | checking if rout is from api | or controller",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-088,IU-088,732d99ce76,R01,2074.037509163959,7583.514364610464,649.0,430.0,unprocessed-stage0-checklist,,,can pass shit to attr with filt fact | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | IFILTERFACTORY | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-089,IU-089,bda5986d0f,R01,9877.760500347727,7943.2971329164375,877.0,482.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | so when we are in mvc land and return object result or derived from object | result, we do | always run result filter | filter will run even if previous stages short circuited | alwats run result filter | checking if rout is from api | or controller",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-090,IU-090,dc3165d865,R01,8137.335914803914,8133.386614404677,1079.0,366.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | always run result filter | filter will run even if previous stages short circuited | so when we are in mvc land and return object result or derived from object | result, we do | alwats run result filter | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-091,IU-091,e36a108059,R01,1975.4707921672625,8225.167606409816,689.0,482.0,unprocessed-stage0-checklist,,,can pass shit to attr with filt fact | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee | IFILTERFACTORY,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-092,IU-092,cf1f56cc8f,R01,8187.335975839071,8555.886522851943,1007.0,381.0,unprocessed-stage0-checklist,,,"filter instead of | statuscodepages? | always run result filter | filter will run even if previous stages short circuited | alwats run result filter | so when we are in mvc land and return object result or derived from object | result, we do | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-093,IU-093,a5de109283,R01,2076.3541211441543,8746.865800722242,491.0,226.0,unprocessed-stage0-checklist,,,can pass shit to attr with filt fact | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee | alwats run result filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-094,IU-094,9b8716a2a7,R02,1880.7674464259917,9360.314888737901,955.0,379.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | can pass shit to attr with filt fact | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee | alwats run result filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-095,IU-095,71e898ccbf,R02,1999.9409207120452,9800.325279973253,730.0,482.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee | can pass shit to attr with filt fact | resource filter after | action can cache | validated models,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-096,IU-096,ef0c26051c,R02,1874.6007288966948,10358.314888737901,1014.0,393.0,unprocessed-stage0-checklist,,,returning cached result before model binding | more intuitivee | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | can pass shit to attr with filt fact | resource filter after | action can cache | validated models,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-097,IU-097,780d014f11,R02,7743.2576613159545,10676.703022007352,805.0,127.0,unprocessed-stage0-checklist,,,filter will run even if previous stages short circuited | always run result filter | alwats run result filter | filter instead of | statuscodepages? | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-098,IU-098,ea3ad239c0,R02,2027.6990606718264,10788.716222449215,674.0,482.0,unprocessed-stage0-checklist,,,returning cached result before model binding | more intuitivee | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | resource filter after | action can cache | validated models | can pass shit to attr with filt fact,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-099,IU-099,3a8afcfb89,R02,7669.415972484552,10802.380156203313,1002.0,482.0,unprocessed-stage0-checklist,,,filter will run even if previous stages short circuited | always run result filter | alwats run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | filter instead of | statuscodepages? | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-100,IU-100,36da6d9b48,R02,6514.6180961857535,10943.675205234884,970.0,155.0,unprocessed-stage0-checklist,,,alwats run result filter | filter will run even if previous stages short circuited | always run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-101,IU-101,94b17b02bf,R02,2046.2520828655997,11281.357726419033,592.0,231.0,unprocessed-stage0-checklist,,,more intuitivee | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-102,IU-102,5dcd0f4024,R02,7671.313284688347,11344.369739536649,900.0,365.0,unprocessed-stage0-checklist,,,alwats run result filter | filter will run even if previous stages short circuited | always run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | filter instead of | statuscodepages?,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-103,IU-103,2c73a1e1f8,R02,2081.182975540185,11519.750449794652,417.0,172.0,unprocessed-stage0-checklist,,,more intuitivee | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-104,IU-104,5c7432db27,R02,2045.3302237963699,11729.867042890017,616.0,376.0,unprocessed-stage0-checklist,,,more intuitivee | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-105,IU-105,eaee9e7642,R02,7634.580282979363,11731.269062046407,940.0,482.0,unprocessed-stage0-checklist,,,alwats run result filter | filter will run even if previous stages short circuited | always run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-106,IU-106,6d7e88d385,R02,2151.5431402208815,12158.831972484413,374.0,376.0,unprocessed-stage0-checklist,,,resource filter after | action can cache | validated models | more intuitivee | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-107,IU-107,311fe02859,R02,7647.090994649285,12227.480884556166,964.0,241.0,unprocessed-stage0-checklist,,,alwats run result filter | filter will run even if previous stages short circuited | always run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-108,IU-108,3bcb09ef68,R02,2019.0932413174087,12624.526088617271,855.0,548.0,unprocessed-stage0-checklist,,,resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | more intuitivee | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | returning cached result before model binding | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-109,IU-109,be9ea757cd,R02,1934.7674769435698,13247.648628972276,1013.0,449.0,unprocessed-stage0-checklist,,,resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | more intuitivee | !!! | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-110,IU-110,9d9fef53f8,R02,2049.7798956717925,13779.325508855089,862.0,624.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | more intuitivee,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-111,IU-111,f9529ae052,R02,2022.4341944728667,14545.648705266221,1001.0,423.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-112,IU-112,58f90fb329,R02,2071.2682686054495,15032.659020207628,912.0,566.0,unprocessed-stage0-checklist,,,!!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-113,IU-113,768ad6d876,R02,2074.2676295314604,15691.14855267833,994.0,142.0,unprocessed-stage0-checklist,,,!!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | resource filter after | action can cache | validated models,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-114,IU-114,d3c9d9a2f6,R02,2074.4341944728667,15905.815270207628,1017.0,346.0,unprocessed-stage0-checklist,,,!!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst | resource filter after | action can cache | validated models,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-115,IU-115,3643ec66ac,R02,2140.2373992051644,16337.659020207628,822.0,482.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-116,IU-116,01b55d8a9f,R02,2119.4343470607573,16930.648628972274,977.0,393.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | !!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-117,IU-117,a3a0cc5df0,R02,2181.118142578255,17400.992378972274,894.0,481.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | !!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-118,IU-118,4a42c12b36,R02,2207.9908744579934,17985.992378972274,863.0,482.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | !!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | filters,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-119,IU-119,dc6792e831,R02,2179.7159022365386,18567.65909650157,973.0,482.0,unprocessed-stage0-checklist,,,!!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | !!! | filters | can add this under main sheet which is lower,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-120,IU-120,7a6ed84d16,R02,2097.4343470607573,19115.31534650157,1131.0,257.0,unprocessed-stage0-checklist,,,!!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | filters | can add this under main sheet which is lower | !!!,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-121,IU-121,3e4254d81c,R03,2580.8131946486733,22573.38213210502,756.0,482.0,unprocessed-stage0-checklist,,,can add this under main sheet which is lower | filters | !!!! | !!! | middleware simply runs | before filters | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-122,IU-122,2fbf5f4a21,R03,2510.766192981872,23147.927531163965,870.0,482.0,unprocessed-stage0-checklist,,,can add this under main sheet which is lower | filters | !!!! | !!! | middleware simply runs | before filters | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-123,IU-123,28193b1684,R03,2555.38038367631,23669.13968936709,781.0,482.0,unprocessed-stage0-checklist,,,can add this under main sheet which is lower | filters | !!!! | middleware simply runs | before filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-124,IU-124,661e1574e0,R03,2502.9745080162734,24181.932303003472,980.0,424.0,unprocessed-stage0-checklist,,,!!!! | can add this under main sheet which is lower | filters | middleware simply runs | before filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-125,IU-125,7a24558b07,R03,2551.974397043262,24823.901962982156,962.0,374.0,unprocessed-stage0-checklist,,,!!!! | can add this under main sheet which is lower | middleware simply runs | before filters | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-126,IU-126,49e0cc15ef,R03,2641.9082937932735,25299.442812147638,646.0,482.0,unprocessed-stage0-checklist,,,!!!! | middleware simply runs | before filters | can add this under main sheet which is lower | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-127,IU-127,19644c36da,R03,2619.157743898563,25824.291223014123,772.0,482.0,unprocessed-stage0-checklist,,,!!!! | middleware simply runs | before filters | can add this under main sheet which is lower | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-128,IU-128,d209d928ae,R03,2618.2320097918414,26352.098951174645,861.0,137.0,unprocessed-stage0-checklist,,,!!!! | middleware simply runs | before filters | can add this under main sheet which is lower | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-129,IU-129,d9a263c3c4,R03,2617.884365660579,26535.80633753829,750.0,482.0,unprocessed-stage0-checklist,,,!!!! | middleware simply runs | before filters | can add this under main sheet which is lower | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-130,IU-130,7a89f8c8da,R03,2570.5048480375804,27042.220200286858,971.0,461.0,unprocessed-stage0-checklist,,,middleware simply runs | before filters | !!!! | can add this under main sheet which is lower | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-131,IU-131,b8b1cf2e57,R03,2636.3336426338396,27556.412361153358,767.0,482.0,unprocessed-stage0-checklist,,,middleware simply runs | before filters | !!!! | can add this under main sheet which is lower | filters | !!! | using Microsoft.AspNetCore.Http; | using Microsoft.AspNetCore.Routing; | using Microsoft.A,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
