source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-037,IU-037,ac404adaa82d93827686a2a6fe617389f48e3ee9,ac404adaa8,S-037__ac404adaa8.png,5528.069,5021.051,647.0,482.0,"use asnotrackingwithidentityresolution for ef core reads by default? | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | asnotrackkingwithidentityresolution | dont think so, sounds like shit | load and find more about explicitness and debugging | or when you allow partial loading in writes, chat gpt forces this shit actively | can i do this for projections in reads? hard to imagine | it more just to know that if you have some nested/ multiple methods",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-038,IU-038,2252a4c4afcbe8a8e28a05d968b23522b3d8aa09,2252a4c4af,S-038__2252a4c4af.png,4019.517,5287.378,818.0,297.0,use asnotrackingwithidentityresolution for ef core reads by default? | when useful | asnotrackkingwithidentityresolution | can i select from some random table | COMPARED WITH ASNOTRACKING AND TRACKING | even if i query from customers dbset | so in writes we potentially can do some shit when we fetch | MEMORY OVERHEAD WITH IDENTITY RESOL | something while having something that we have fetched already and | mb have changed?,processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-039,IU-039,9f752fd7b7e8a9c2414c7e769e05e46fee6a55df,9f752fd7b7,S-039__9f752fd7b7.png,13678.144,5293.284,837.0,431.0,better to have isrequired false too | nullable relationships | coposite key sheet | alternate key sheet | complex types | so its better to do the shit excplicitly | the fact that you have ? for  your fullname  in client can be not enough | efcore can materialise objecteven if all of its columns are null | to create acc with same email | dbset,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-040,IU-040,7f7dafd9fefedd4b605034e67f3b2ae00150d9a6,7f7dafd9fe,S-040__7f7dafd9fe.png,5515.41,5519.707,842.0,445.0,"use asnotrackingwithidentityresolution for ef core reads by default? | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | dont think so, sounds like shit | load and find more about explicitness and debugging | or when you allow partial loading in writes, chat gpt forces this shit actively | can i do this for projections in reads? hard to imagine | it more just to know that if you have some nested/ multiple methods | that for some reason can fetch instead of continue to modify that was already",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-041,IU-041,9be28189df2434f3546cf4174c7bd08a89b95b9f,9be28189df,S-041__9be28189df.png,13680.406,5763.355,842.0,308.0,better to have isrequired false too | nullable relationships | complex types | coposite key sheet | alternate key sheet | so its better to do the shit excplicitly | the fact that you have ? for  your fullname  in client can be not enough | efcore can materialise objecteven if all of its columns are null | PLAIN TRANSACTION WITH | BEGINTRANSACTION,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-042,IU-042,eb072cdd8b55fe760879fe34f3b04b621f5fcd97,eb072cdd8b,S-042__eb072cdd8b.png,4010.894,5767.769,837.0,260.0,"use asnotrackingwithidentityresolution for ef core reads by default? | when useful | can i select from some random table | even if i query from customers dbset | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | asnotrackkingwithidentityresolution | mb have changed? | dont think so, sounds like shit | load and find more about explicitness and debugging",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-043,IU-043,e3704b53e4028549ffea767beb54d99d4d85d70d,e3704b53e4,S-043__e3704b53e4.png,5517.91,5993.374,837.0,431.0,"so in writes we potentially can do some shit when we fetch | use asnotrackingwithidentityresolution for ef core reads by default? | something while having something that we have fetched already and | mb have changed? | dont think so, sounds like shit | load and find more about explicitness and debugging | or when you allow partial loading in writes, chat gpt forces this shit actively | can i do this for projections in reads? hard to imagine | it more just to know that if you have some nested/ multiple methods | that for some reason can fetch instead of continue to modify that was already",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-044,IU-044,16669395cb0b63e0e7f40d871b74ea04330e9fa3,16669395cb,S-044__16669395cb.png,4030.098,6037.219,590.0,482.0,"use asnotrackingwithidentityresolution for ef core reads by default? | when useful | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | even if i query from customers dbset | dont think so, sounds like shit | can i select from some random table | load and find more about explicitness and debugging | or when you allow partial loading in writes, chat gpt forces this shit actively",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-045,IU-045,3945d0f1d71dd0bdb3cb1faa44bbea3b98c0035b,3945d0f1d7,S-045__3945d0f1d7.png,12335.771,6064.037,1049.0,482.0,"better to have isrequired false too | nullable relationships | complex types | coposite key sheet | alternate key sheet | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | dont think so, sounds like shit | PLAIN TRANSACTION WITH",processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-046,IU-046,dfe76f5f7c139b6c8d4be2a2408d2c252aac81fd,dfe76f5f7c,S-046__dfe76f5f7c.png,13658.369,6177.797,893.0,296.0,better to have isrequired false too | complex types | nullable relationships | coposite key sheet | alternate key sheet | PLAIN TRANSACTION WITH | BEGINTRANSACTION | ABOUT ROLLBACKS | so its better to do the shit excplicitly | the fact that you have ? for  your fullname  in client can be not enough,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-047,IU-047,2175a4a601a6018b498319898b0c9d0d68e07b2f,2175a4a601,S-047__2175a4a601.png,5498.016,6440.798,518.0,341.0,"so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | dont think so, sounds like shit | load and find more about explicitness and debugging | or when you allow partial loading in writes, chat gpt forces this shit actively | can i do this for projections in reads? hard to imagine | it more just to know that if you have some nested/ multiple methods | that for some reason can fetch instead of continue to modify that was already | when useful",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-048,IU-048,8d6946160e8d6fae504a054f47ec06e48b97fd8f,8d6946160e,S-048__8d6946160e.png,13650.793,6453.661,913.0,457.0,better to have isrequired false too | complex types | nullable relationships | coposite key sheet | alternate key sheet | BEGINTRANSACTION | ABOUT ROLLBACKS | PLAIN TRANSACTION WITH | IF THERE IS NO LOGIC | AFTER WE CATCH AND ROLLBACK,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-049,IU-049,f79556b4d71305bb2cc0fdfff4aea1c5141d7545,f79556b4d7,S-049__f79556b4d7.png,3977.764,6768.128,765.0,482.0,"when useful | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | dont think so, sounds like shit | use asnotrackingwithidentityresolution for ef core reads by default? | load and find more about explicitness and debugging | or when you allow partial loading in writes, chat gpt forces this shit actively | can i do this for projections in reads? hard to imagine | it more just to know that if you have some nested/ multiple methods",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-050,IU-050,deb7e62c3fe6139054d5ee0347b8701300674f10,deb7e62c3f,S-050__deb7e62c3f.png,13635.914,6955.059,681.0,441.0,complex types | better to have isrequired false too | ABOUT ROLLBACKS | nullable relationships | coposite key sheet | IF THERE IS NO LOGIC | AFTER WE CATCH AND ROLLBACK | SO WE DONT STRICTLY NEED | MANUAL ROLLBACK | BECAUSE WITH USING,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-051,IU-051,a42c0c4aade351c6fd6c251b8056286ec1da1a0a,a42c0c4aad,S-051__a42c0c4aad.png,3962.803,7299.557,875.0,474.0,"when useful | that for some reason can fetch instead of continue to modify that was already | fetched - then you can use find everywhere | it more just to know that if you have some nested/ multiple methods | can i do this for projections in reads? hard to imagine | or when you allow partial loading in writes, chat gpt forces this shit actively | load and find more about explicitness and debugging | loadasyn + autoinclude | dont think so, sounds like shit | mb have changed?",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-052,IU-052,810b517d3a83149a422a3176c0d2b7a7dbd03a48,810b517d3a,S-052__810b517d3a.png,5491.121,7617.874,833.0,417.0,"loadasyn + autoinclude | fetched - then you can use find everywhere | that for some reason can fetch instead of continue to modify that was already | it more just to know that if you have some nested/ multiple methods | can i do this for projections in reads? hard to imagine | or when you allow partial loading in writes, chat gpt forces this shit actively | load and find more about explicitness and debugging | dont think so, sounds like shit | mb have changed? | something while having something that we have fetched already and",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-053,IU-053,2e1caff84a4b3178d0d7c8e1c8b94ec40640a55d,2e1caff84a,S-053__2e1caff84a.png,13634.013,7822.371,606.0,482.0,complex types | better to have isrequired false too | ABOUT ROLLBACKS | ON DISPOSAL | THERE WILL BE A ROLLBACK | BECAUSE WITH USING | MANUAL ROLLBACK | not all comp columns | SO WE DONT STRICTLY NEED | nullable relationships,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-054,IU-054,4f85a4e72bc4203abba590b7d6516fbdb45ba18a,4f85a4e72b,S-054__4f85a4e72b.png,5505.621,8080.707,804.0,398.0,"loadasyn + autoinclude | fetched - then you can use find everywhere | that for some reason can fetch instead of continue to modify that was already | it more just to know that if you have some nested/ multiple methods | can i do this for projections in reads? hard to imagine | or when you allow partial loading in writes, chat gpt forces this shit actively | load and find more about explicitness and debugging | dont think so, sounds like shit | mb have changed? | something while having something that we have fetched already and",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-055,IU-055,064840baae85fdbca51e7262310dab5aab2349a6,064840baae,S-055__064840baae.png,13648.067,8323.253,634.0,482.0,complex types | better to have isrequired false too | not all comp columns | are indexable/persistable | ABOUT ROLLBACKS | DO I NEED TO DISPOSE | EXECUTION STRATEGY? | collation may already solve casing | ON DISPOSAL | THERE WILL BE A ROLLBACK,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-056,IU-056,3edaef3497bb5e79e529e96ee786e7cefca5d89b,3edaef3497,S-056__3edaef3497.png,5517.906,8527.44,608.0,482.0,"loadasyn + autoinclude | fetched - then you can use find everywhere | that for some reason can fetch instead of continue to modify that was already | it more just to know that if you have some nested/ multiple methods | can i do this for projections in reads? hard to imagine | or when you allow partial loading in writes, chat gpt forces this shit actively | load and find more about explicitness and debugging | dont think so, sounds like shit | mb have changed? | something while having something that we have fetched already and",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-057,IU-057,548433edd76615620625f9eef1e01a840ad33277,548433edd7,S-057__548433edd7.png,13628.106,8828.861,814.0,376.0,complex types | not all comp columns | better to have isrequired false too | are indexable/persistable | DO I NEED TO DISPOSE | collation may already solve casing | EXECUTION STRATEGY? | want unique value for table after transformation | may need more buisness rules | uniqueindex on computed column,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-058,IU-058,1607e83e8f409ebd387ca95b3c92f969325c74d6,1607e83e8f,S-058__1607e83e8f.png,5490.047,9076.022,687.0,197.0,"loadasyn + autoinclude | fetched - then you can use find everywhere | that for some reason can fetch instead of continue to modify that was already | it more just to know that if you have some nested/ multiple methods | can i do this for projections in reads? hard to imagine | or when you allow partial loading in writes, chat gpt forces this shit actively | load and find more about explicitness and debugging | dont think so, sounds like shit | mb have changed? | something while having something that we have fetched already and",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-059,IU-059,685f8e9fda815431c2bf94170023f5da0f8a83f0,685f8e9fda,S-059__685f8e9fda.png,13674.44,9202.36,798.0,179.0,complex types | not all comp columns | are indexable/persistable | DO I NEED TO DISPOSE | EXECUTION STRATEGY? | collation may already solve casing | better to have isrequired false too | want unique value for table after transformation | may need more buisness rules | uniqueindex on computed column,processed-in-efc-r03-v001,EFC-R03,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R03 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R03-model-configuration-relationships-keys
S-060,IU-060,b074625c295b62694e1a57554c75389cde79a177,b074625c29,S-060__b074625c29.png,5497.714,9304.207,805.0,271.0,"loadasyn + autoinclude | fetched - then you can use find everywhere | that for some reason can fetch instead of continue to modify that was already | it more just to know that if you have some nested/ multiple methods | can i do this for projections in reads? hard to imagine | or when you allow partial loading in writes, chat gpt forces this shit actively | load and find more about explicitness and debugging | dont think so, sounds like shit | mb have changed? | something while having something that we have fetched already and",processed-in-efc-r01-v001,EFC-R01,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,Included in EF Core General Stage1 EFC-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R01-repository-reads-tracking-identity-map
S-061,IU-061,ea9b1ba7b6f2f42383727cdb84acf62e626b01bd,ea9b1ba7b6,S-061__ea9b1ba7b6.png,16923.253,12451.13,833.0,482.0,"db exceptions | concur | collation may already solve casing | pos concurrency automatic, | not user view driven | retry logic | place to catch codes | may need more buisness rules | are indexable/persistable | about code of sqlserver that are retryable by",processed-in-efc-r05-v001,EFC-R05,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,Included in EF Core General Stage2 EFC-R05 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R05-db-invariants-exceptions-error-handling
S-062,IU-062,5310695bc807bc358ff8825f8491328c73b00fa7,5310695bc8,S-062__5310695bc8.png,16905.54,12991.786,912.0,391.0,"concur | pos concurrency automatic, | not user view driven | retry logic | place to catch codes | db exceptions | about code of sqlserver that are retryable by | may need more buisness rules | default or not | retry exception",processed-in-efc-r05-v001,EFC-R05,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,Included in EF Core General Stage2 EFC-R05 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R05-db-invariants-exceptions-error-handling
S-063,IU-063,bb49429aea16ad3f59958d55982439b9cdde6838,bb49429aea,S-063__bb49429aea.png,16939.584,13409.463,777.0,482.0,"pos concurrency automatic, | not user view driven | retry logic | place to catch codes | retry exception | concur | default or not | about code of sqlserver that are retryable by | there are a lot of transient error codes and | if you want someting specific- you should i this",processed-in-efc-r05-v001,EFC-R05,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,Included in EF Core General Stage2 EFC-R05 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R05-db-invariants-exceptions-error-handling
S-064,IU-064,601cdc59fb0c11b77b018bf66636ca145c9dfcad,601cdc59fb,S-064__601cdc59fb.png,16931.628,13921.13,700.0,482.0,"place to catch codes | retry logic | retry exception | not user view driven | pos concurrency automatic, | iserted | !!!! | have  entries in | dbupdateconcurex | can getdatabasevalues",processed-in-efc-r05-v001,EFC-R05,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,Included in EF Core General Stage2 EFC-R05 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R05-db-invariants-exceptions-error-handling
S-065,IU-065,bf9f234ad6f9b9f73af8bc6e1621f262b3d485a5,bf9f234ad6,S-065__bf9f234ad6.png,16966.041,14788.12,961.0,465.0,retry exception | place to catch codes | setting orig values | ef will detect changes based | on the fact that | orig values are the values | and then update how you needed | in db | with etag | so if they are not changed,processed-in-efc-r05-v001,EFC-R05,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,Included in EF Core General Stage2 EFC-R05 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage2 semantic transcript complete for this source. Use PNG for exact code punctuation.,EFC-R05-db-invariants-exceptions-error-handling
